position,track_name,artist,streams,URL,date
1,Imahe,Magnus Haven,272150,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-03-01
2,Make It With You,Ben&Ben,260040,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-03-01
3,Intentions (feat. Quavo),Justin Bieber,254886,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-01
4,Sa Susunod na Habang Buhay,Ben&Ben,234450,https://open.spotify.com/track/3PgjBOoA5OytNGkglObpOd,2020-03-01
5,Pagtingin,Ben&Ben,232542,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2020-03-01
6,Don't Start Now,Dua Lipa,231297,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-03-01
7,Yummy,Justin Bieber,205392,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020-03-01
8,Catriona,Matthaios,193487,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2,2020-03-01
9,"10,000 Hours (with Justin Bieber)",Dan + Shay,192621,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-03-01
10,Memories,Maroon 5,190605,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-03-01
11,Someone You Loved,Lewis Capaldi,184917,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-03-01
12,Masyado Pang Maaga,Ben&Ben,181458,https://open.spotify.com/track/0luyrm1L6gjtoLekHOf67t,2020-03-01
13,ROXANNE,Arizona Zervas,178118,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-03-01
14,Hindi Tayo Pwede,The Juans,172412,https://open.spotify.com/track/6VqZS3Wmf53pbfDBVEYvnP,2020-03-01
15,Vibe With Me,Matthaios,163763,https://open.spotify.com/track/0G5qmu4TsdUH19zdcbI9Ui,2020-03-01
16,Circles,Post Malone,152308,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-03-01
17,Falling,Trevor Daniel,146579,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-03-01
18,Kathang Isip,Ben&Ben,143521,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2020-03-01
